address,zipcode,type,status,other_status,price,zestimate,festimate,rent_zestimate,beds,baths,area,year,reduction,days_on_zillow,extra_info,extra_info_type,zpid,id,link
"880 75th St S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,89900.0,89146,89146,850,4,2.0,1916,1953,,79,79 days on Zillow,DAYS_ON,952458,952458,https://www.zillow.com/homedetails/880-75th-St-S-Birmingham-AL-35206/952458_zpid/
"1340 Americana Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,Auction,147854.0,149547,149547,1200,3,2.0,2002,1987,$118 (Dec 13),79,$118 (Dec 13),PRICE_REDUCTION,903931,903931,https://www.zillow.com/homedetails/1340-Americana-Dr-Birmingham-AL-35215/903931_zpid/
"17 16th Ave S, Birmingham, AL 35205",35205,SINGLE_FAMILY,FOR_SALE,House for sale,79000.0,74757,74757,850,2,1.0,1200,1940,,80,80 days on Zillow,DAYS_ON,1002252,1002252,https://www.zillow.com/homedetails/17-16th-Ave-S-Birmingham-AL-35205/1002252_zpid/
"1010 Montclair Rd # 2, Birmingham, AL 35213",35213,LOT,FOR_SALE,Lot / Land for sale,65000.0,,,850,,,,-1,,81,81 days on Zillow,DAYS_ON,2082218288,2082218288,https://www.zillow.com/homedetails/1010-Montclair-Rd-2-Birmingham-AL-35213/2082218288_zpid/
"1010 Montclair Rd LOT 2, Birmingham, AL 35213",35213,LOT,FOR_SALE,Lot / Land for sale,65000.0,,,849,,,,-1,,81,81 days on Zillow,DAYS_ON,2082228234,2082228234,https://www.zillow.com/homedetails/1010-Montclair-Rd-LOT-2-Birmingham-AL-35213/2082228234_zpid/
"1724 32nd Pl N, Birmingham, AL 35234",35234,SINGLE_FAMILY,FOR_SALE,House for sale,135000.0,,,750,2,1.0,754,1950,,81,81 days on Zillow,DAYS_ON,934909,934909,https://www.zillow.com/homedetails/1724-32nd-Pl-N-Birmingham-AL-35234/934909_zpid/
"2112 18th Ave N, Birmingham, AL 35234",35234,SINGLE_FAMILY,FOR_SALE,House for sale,84999.0,79810,79810,850,3,1.0,1032,1981,,82,82 days on Zillow,DAYS_ON,934874,934874,https://www.zillow.com/homedetails/2112-18th-Ave-N-Birmingham-AL-35234/934874_zpid/
"1520 Mccary St SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,FOR_SALE,House for sale,114900.0,114335,114900,1000,3,2.0,1641,1958,,84,84 days on Zillow,DAYS_ON,1001826,1001826,https://www.zillow.com/homedetails/1520-Mccary-St-SW-Birmingham-AL-35211/1001826_zpid/
"617 Dogwood Dr, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,149900.0,149900,149900,1200,3,2.0,1376,1973,"$5,000 (Dec 17)",84,"$5,000 (Dec 17)",PRICE_REDUCTION,969091,969091,https://www.zillow.com/homedetails/617-Dogwood-Dr-Birmingham-AL-35206/969091_zpid/
"600 Mountain Dr, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,162632.0,162632,162632,1199,4,2.0,1616,1960,,84,84 days on Zillow,DAYS_ON,943599,943599,https://www.zillow.com/homedetails/600-Mountain-Dr-Birmingham-AL-35206/943599_zpid/
"1833 Huntington Dr, Birmingham, AL 35214",35214,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,94935.0,94935,94935,900,3,2.0,1440,1982,,84,84 days on Zillow,DAYS_ON,933958,933958,https://www.zillow.com/homedetails/1833-Huntington-Dr-Birmingham-AL-35214/933958_zpid/
"1641 43rd St, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,94900.0,93213,93213,950,3,2.0,2050,1930,"$3,000 (Nov 22)",85,"$3,000 (Nov 22)",PRICE_REDUCTION,995834,995834,https://www.zillow.com/homedetails/1641-43rd-St-Birmingham-AL-35208/995834_zpid/
"4941 Court R, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,85999.0,82139,82139,895,3,3.0,1836,1940,,85,85 days on Zillow,DAYS_ON,998718,998718,https://www.zillow.com/homedetails/4941-Court-R-Birmingham-AL-35208/998718_zpid/
"320 Martin Dr, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,136568.0,136568,136568,1100,3,2.0,1212,1999,,86,86 days on Zillow,DAYS_ON,885545,885545,https://www.zillow.com/homedetails/320-Martin-Dr-Birmingham-AL-35215/885545_zpid/
"1600 Pleasant Grove Rd, Dolomite, AL 35061",35061,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,72458.0,72458,72458,825,3,2.0,1050,1996,,86,86 days on Zillow,DAYS_ON,1026336,1026336,https://www.zillow.com/homedetails/1600-Pleasant-Grove-Rd-Dolomite-AL-35061/1026336_zpid/
"1001 Crown Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,124363.0,124363,124363,1014,4,2.0,1425,1967,,86,86 days on Zillow,DAYS_ON,898436,898436,https://www.zillow.com/homedetails/1001-Crown-Dr-Birmingham-AL-35235/898436_zpid/
"9704 Westfield Rd, Birmingham, AL 35217",35217,SINGLE_FAMILY,FOR_SALE,House for sale,110000.0,,,795,4,2.0,912,1950,,91,91 days on Zillow,DAYS_ON,908690,908690,https://www.zillow.com/homedetails/9704-Westfield-Rd-Birmingham-AL-35217/908690_zpid/
"5145 Northumberland Rd, Irondale, AL 35210",35210,SINGLE_FAMILY,FOR_SALE,House for sale,156900.0,155753,155753,1099,3,1.0,1404,1964,"$3,000 (Nov 7)",91,"$3,000 (Nov 7)",PRICE_REDUCTION,960140,960140,https://www.zillow.com/homedetails/5145-Northumberland-Rd-Irondale-AL-35210/960140_zpid/
"3020 Fish Trap Rd # 65, Birmingham, AL 35118",35118,LOT,FOR_SALE,Lot / Land for sale,98325.0,,,750,,,,-1,,92,92 days on Zillow,DAYS_ON,2082336456,2082336456,https://www.zillow.com/homedetails/3020-Fish-Trap-Rd-65-Birmingham-AL-35118/2082336456_zpid/
"3020 Fish Trap Rd LOT 65, Birmingham, AL 35118",35118,LOT,FOR_SALE,Lot / Land for sale,98325.0,,,800,,,,-1,,92,92 days on Zillow,DAYS_ON,2082337586,2082337586,https://www.zillow.com/homedetails/3020-Fish-Trap-Rd-LOT-65-Birmingham-AL-35118/2082337586_zpid/
"5676 Cairo Ave, Birmingham, AL 35228",35228,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,104542.0,104542,104542,1000,6,2.0,2580,1950,,93,93 days on Zillow,DAYS_ON,1032010,1032010,https://www.zillow.com/homedetails/5676-Cairo-Ave-Birmingham-AL-35228/1032010_zpid/
"8433 9th Ave S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,90000.0,88691,88691,875,3,11.0,1152,1962,,94,94 days on Zillow,DAYS_ON,950806,950806,https://www.zillow.com/homedetails/8433-9th-Ave-S-Birmingham-AL-35206/950806_zpid/
"1513 Avenue D, Birmingham, AL 35218",35218,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,58883.0,58883,58883,870,4,2.0,1364,1993,,94,94 days on Zillow,DAYS_ON,939502,939502,https://www.zillow.com/homedetails/1513-Avenue-D-Birmingham-AL-35218/939502_zpid/
"1273 Grand Blvd, Birmingham, AL 35214",35214,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,199534.0,199534,199534,1465,3,3.0,1982,2005,,97,97 days on Zillow,DAYS_ON,71016663,71016663,https://www.zillow.com/homedetails/1273-Grand-Blvd-Birmingham-AL-35214/71016663_zpid/
"508 25th St SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,FOR_SALE,House for sale,58000.0,55089,55089,790,2,1.0,864,1951,"$2,000 (Nov 22)",98,"$2,000 (Nov 22)",PRICE_REDUCTION,998996,998996,https://www.zillow.com/homedetails/508-25th-St-SW-Birmingham-AL-35211/998996_zpid/
"860 School Ave, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,120728.0,120728,120728,1075,3,3.0,1876,1955,,98,98 days on Zillow,DAYS_ON,899132,899132,https://www.zillow.com/homedetails/860-School-Ave-Birmingham-AL-35235/899132_zpid/
"637 Lisa Ln, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,123500.0,122408,122408,1010,3,2.0,1604,1958,,99,99 days on Zillow,DAYS_ON,969281,969281,https://www.zillow.com/homedetails/637-Lisa-Ln-Birmingham-AL-35206/969281_zpid/
"4120 7th Ave N, Birmingham, AL 35222",35222,SINGLE_FAMILY,FOR_SALE,House for sale,110000.0,103558,103558,925,3,2.0,1040,1960,,100,100 days on Zillow,DAYS_ON,963070,963070,https://www.zillow.com/homedetails/4120-7th-Ave-N-Birmingham-AL-35222/963070_zpid/
"6103 Crest Green Rd, Birmingham, AL 35212",35212,CONDO,PRE_FORECLOSURE,Pre-foreclosure / Auction,53935.0,53935,53935,850,2,2.0,1268,1981,,100,100 days on Zillow,DAYS_ON,83897830,83897830,https://www.zillow.com/homedetails/6103-Crest-Green-Rd-Birmingham-AL-35212/83897830_zpid/
"2618 Avenue I, Birmingham, AL 35218",35218,SINGLE_FAMILY,FOR_SALE,House for sale,69500.0,67467,67467,850,3,1.0,1470,1935,,102,102 days on Zillow,DAYS_ON,994424,994424,https://www.zillow.com/homedetails/2618-Avenue-I-Birmingham-AL-35218/994424_zpid/
"5246 Mountain Ridge Pkwy LOT 2, Birmingham, AL 35222",35222,LOT,FOR_SALE,Lot / Land for sale,165000.0,,,850,,,,-1,"$10,000 (Nov 9)",102,"$10,000 (Nov 9)",PRICE_REDUCTION,2082463625,2082463625,https://www.zillow.com/homedetails/5246-Mountain-Ridge-Pkwy-LOT-2-Birmingham-AL-35222/2082463625_zpid/
"717 47th St N, Birmingham, AL 35212",35212,SINGLE_FAMILY,FOR_SALE,House for sale,88900.0,86242,86242,850,3,1.0,1498,1920,"$1,000 (Dec 25)",105,"$1,000 (Dec 25)",PRICE_REDUCTION,956194,956194,https://www.zillow.com/homedetails/717-47th-St-N-Birmingham-AL-35212/956194_zpid/
"1509 4th Ter W, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,94900.0,92520,92559,900,3,1.0,1698,1935,,105,105 days on Zillow,DAYS_ON,941525,941525,https://www.zillow.com/homedetails/1509-4th-Ter-W-Birmingham-AL-35208/941525_zpid/
"652 Camp Cir, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,69900.0,67755,67755,875,2,2.0,1310,1949,"$15,100 (Oct 28)",105,"$15,100 (Oct 28)",PRICE_REDUCTION,910449,910449,https://www.zillow.com/homedetails/652-Camp-Cir-Birmingham-AL-35215/910449_zpid/
"836 78th St S, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,72818.0,72818,72818,775,3,1.0,1359,1954,,106,106 days on Zillow,DAYS_ON,951402,951402,https://www.zillow.com/homedetails/836-78th-St-S-Birmingham-AL-35206/951402_zpid/
"5909 6th Ave S # 11, Birmingham, AL 35212",35212,LOT,FOR_SALE,Lot / Land for sale,55000.0,,,750,,,,-1,,109,109 days on Zillow,DAYS_ON,2082543393,2082543393,https://www.zillow.com/homedetails/5909-6th-Ave-S-11-Birmingham-AL-35212/2082543393_zpid/
"1612 16th Ave S, Birmingham, AL 35205",35205,SINGLE_FAMILY,FOR_SALE,House for sale,109900.0,,,1550,4,2.0,2110,1920,"$10,000 (Nov 6)",109,"$10,000 (Nov 6)",PRICE_REDUCTION,989579,989579,https://www.zillow.com/homedetails/1612-16th-Ave-S-Birmingham-AL-35205/989579_zpid/
"1608 16th Ave S, Birmingham, AL 35205",35205,SINGLE_FAMILY,FOR_SALE,House for sale,149900.0,144557,144557,1250,3,3.0,1872,1920,,109,109 days on Zillow,DAYS_ON,989578,989578,https://www.zillow.com/homedetails/1608-16th-Ave-S-Birmingham-AL-35205/989578_zpid/
"5909 6th Ave S LOT 11, Birmingham, AL 35212",35212,LOT,FOR_SALE,Lot / Land for sale,55000.0,,,750,,,,-1,,109,109 days on Zillow,DAYS_ON,2082552296,2082552296,https://www.zillow.com/homedetails/5909-6th-Ave-S-LOT-11-Birmingham-AL-35212/2082552296_zpid/
"1243 Grand Blvd, Birmingham, AL 35214",35214,SINGLE_FAMILY,FOR_SALE,House for sale,162999.0,162998,162998,1250,3,3.0,1656,1994,"$5,000 (Dec 11)",111,"$5,000 (Dec 11)",PRICE_REDUCTION,931965,931965,https://www.zillow.com/homedetails/1243-Grand-Blvd-Birmingham-AL-35214/931965_zpid/
"2028 Center Way S, Birmingham, AL 35205",35205,SINGLE_FAMILY,FOR_SALE,House for sale,60000.0,57004,57004,750,2,1.0,858,1951,,111,111 days on Zillow,DAYS_ON,1002563,1002563,https://www.zillow.com/homedetails/2028-Center-Way-S-Birmingham-AL-35205/1002563_zpid/
"403 Burgundy Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,98594.0,98594,98594,950,3,2.0,1424,1958,,111,111 days on Zillow,DAYS_ON,905453,905453,https://www.zillow.com/homedetails/403-Burgundy-Rd-Birmingham-AL-35215/905453_zpid/
"1717 Huntington Dr, Birmingham, AL 35214",35214,SINGLE_FAMILY,FOR_SALE,House for sale,95900.0,92642,92642,869,3,1.0,1165,1981,,115,115 days on Zillow,DAYS_ON,934154,934154,https://www.zillow.com/homedetails/1717-Huntington-Dr-Birmingham-AL-35214/934154_zpid/
"6000 Court I, Birmingham, AL 35228",35228,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,105284.0,105284,105284,995,4,3.0,2260,1961,,116,116 days on Zillow,DAYS_ON,1024304,1024304,https://www.zillow.com/homedetails/6000-Court-I-Birmingham-AL-35228/1024304_zpid/
"3029 Prince Ave, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,130000.0,,,750,3,1.0,1224,1920,,119,119 days on Zillow,DAYS_ON,993722,993722,https://www.zillow.com/homedetails/3029-Prince-Ave-Birmingham-AL-35208/993722_zpid/
"407 Avenue U, Birmingham, AL 35214",35214,SINGLE_FAMILY,FOR_SALE,House for sale,115000.0,,,750,3,1.0,1516,1930,,119,119 days on Zillow,DAYS_ON,938463,938463,https://www.zillow.com/homedetails/407-Avenue-U-Birmingham-AL-35214/938463_zpid/
"1737 Winewood Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,203592.0,203592,203592,1500,4,,2036,2010,,119,119 days on Zillow,DAYS_ON,83895936,83895936,https://www.zillow.com/homedetails/1737-Winewood-Rd-Birmingham-AL-35215/83895936_zpid/
"1344 Orlando Cir NE, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,89900.0,86602,86602,895,3,1.0,1504,1958,,120,120 days on Zillow,DAYS_ON,893688,893688,https://www.zillow.com/homedetails/1344-Orlando-Cir-NE-Birmingham-AL-35215/893688_zpid/
"960 Center St N, Birmingham, AL 35204",35204,SINGLE_FAMILY,FOR_SALE,House for sale,99500.0,94946,94946,875,4,2.0,1406,1962,,121,121 days on Zillow,DAYS_ON,942055,942055,https://www.zillow.com/homedetails/960-Center-St-N-Birmingham-AL-35204/942055_zpid/
"730 Gene Reed Rd, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,111802.0,111802,111802,885,4,1.0,2354,1948,,122,122 days on Zillow,DAYS_ON,899041,899041,https://www.zillow.com/homedetails/730-Gene-Reed-Rd-Birmingham-AL-35235/899041_zpid/
"1329 4th Ave S # 213, Birmingham, AL 35233",35233,CONDO,FOR_SALE,Condo for sale,194900.0,185386,185386,1100,1,1.0,560,-1,,123,123 days on Zillow,DAYS_ON,2082716032,2082716032,https://www.zillow.com/homedetails/1329-4th-Ave-S-213-Birmingham-AL-35233/2082716032_zpid/
"1052 Jeffery Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,152391.0,152391,152391,1245,4,3.0,2501,1965,,125,125 days on Zillow,DAYS_ON,898706,898706,https://www.zillow.com/homedetails/1052-Jeffery-Dr-Birmingham-AL-35235/898706_zpid/
"845 Dunwoody Ln NW, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,134296.0,134296,134296,1125,3,3.0,1620,1979,,128,128 days on Zillow,DAYS_ON,903701,903701,https://www.zillow.com/homedetails/845-Dunwoody-Ln-NW-Birmingham-AL-35215/903701_zpid/
"819 77th Way S, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,198331.0,198331,198331,1200,5,2.5,3362,1934,,128,128 days on Zillow,DAYS_ON,951549,951549,https://www.zillow.com/homedetails/819-77th-Way-S-Birmingham-AL-35206/951549_zpid/
"906 School Ter, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,63050.0,63050,63050,800,2,1.0,914,1945,,131,131 days on Zillow,DAYS_ON,899145,899145,https://www.zillow.com/homedetails/906-School-Ter-Birmingham-AL-35235/899145_zpid/
"1424 31st St N, Birmingham, AL 35234",35234,LOT,FOR_SALE,Lot / Land for sale,59000.0,,,750,,,,-1,,132,132 days on Zillow,DAYS_ON,2082823826,2082823826,https://www.zillow.com/homedetails/1424-31st-St-N-Birmingham-AL-35234/2082823826_zpid/
"1230 12th Ct N LOT VACANT, Birmingham, AL 35204",35204,LOT,FOR_SALE,Lot / Land for sale,56000.0,,,795,,,,-1,,135,135 days on Zillow,DAYS_ON,2082862675,2082862675,https://www.zillow.com/homedetails/1230-12th-Ct-N-LOT-VACANT-Birmingham-AL-35204/2082862675_zpid/
"2901 16th Ave N, Birmingham, AL 35234",35234,SINGLE_FAMILY,FOR_SALE,House for sale,160000.0,154811,154811,775,3,1.0,1359,1930,"$19,900 (Dec 8)",136,"$19,900 (Dec 8)",PRICE_REDUCTION,935351,935351,https://www.zillow.com/homedetails/2901-16th-Ave-N-Birmingham-AL-35234/935351_zpid/
"1044 El Camino Dr LOT 019.000, Birmingham, AL 35217",35217,LOT,FOR_SALE,Lot / Land for sale,89000.0,,,795,,,,-1,,137,137 days on Zillow,DAYS_ON,2082890759,2082890759,https://www.zillow.com/homedetails/1044-El-Camino-Dr-LOT-019-000-Birmingham-AL-35217/2082890759_zpid/
"6700 2nd Ave S, Birmingham, AL 35212",35212,SINGLE_FAMILY,FOR_SALE,House for sale,121900.0,,,800,3,2.0,1153,1955,,139,139 days on Zillow,DAYS_ON,953577,953577,https://www.zillow.com/homedetails/6700-2nd-Ave-S-Birmingham-AL-35212/953577_zpid/
"325 E Haven Dr NE, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,Auction,57250.0,93197,93197,950,3,2.0,1028,1968,,141,141 days on Zillow,DAYS_ON,892972,892972,https://www.zillow.com/homedetails/325-E-Haven-Dr-NE-Birmingham-AL-35215/892972_zpid/
"310 83rd St N, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,Coming soon,139900.0,,,815,3,3.0,2,1940,,141,On market Jan 17,MARKET_UPDATE,174620177,174620177,https://www.zillow.com/homedetails/310-83rd-St-N-Birmingham-AL-35206/174620177_zpid/
"673 Idlewild Cir, Birmingham, AL 35205",35205,SINGLE_FAMILY,FOR_SALE,House for sale,175000.0,171073,171073,1350,3,2.0,1765,1920,,142,142 days on Zillow,DAYS_ON,1002019,1002019,https://www.zillow.com/homedetails/673-Idlewild-Cir-Birmingham-AL-35205/1002019_zpid/
"729 70th Pl S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,105900.0,91148,91148,850,4,2.0,1876,1983,,146,146 days on Zillow,DAYS_ON,952417,952417,https://www.zillow.com/homedetails/729-70th-Pl-S-Birmingham-AL-35206/952417_zpid/
"220 Red Oak Rd, Birmingham, AL 35206",35206,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,78836.0,78836,78836,850,3,1.0,1344,1949,,146,146 days on Zillow,DAYS_ON,948837,948837,https://www.zillow.com/homedetails/220-Red-Oak-Rd-Birmingham-AL-35206/948837_zpid/
"5201 Mountain Ridge Pkwy LOT 24, Birmingham, AL 35222",35222,LOT,FOR_SALE,Lot / Land for sale,160000.0,,,845,,,,-1,,147,147 days on Zillow,DAYS_ON,2082994296,2082994296,https://www.zillow.com/homedetails/5201-Mountain-Ridge-Pkwy-LOT-24-Birmingham-AL-35222/2082994296_zpid/
"5220 Mountain Ridge Pkwy LOT 13, Birmingham, AL 35222",35222,LOT,FOR_SALE,Lot / Land for sale,150000.0,,,850,,,,-1,,147,147 days on Zillow,DAYS_ON,2082994331,2082994331,https://www.zillow.com/homedetails/5220-Mountain-Ridge-Pkwy-LOT-13-Birmingham-AL-35222/2082994331_zpid/
"5201 Mountain Ridge Pkwy # 24, Birmingham, AL 35222",35222,LOT,FOR_SALE,Lot / Land for sale,160000.0,,,850,0,,,-1,,147,147 days on Zillow,DAYS_ON,2123692746,2123692746,https://www.zillow.com/homedetails/5201-Mountain-Ridge-Pkwy-24-Birmingham-AL-35222/2123692746_zpid/
"5220 Mountain Ridge Pkwy # 13, Birmingham, AL 35222",35222,LOT,FOR_SALE,Lot / Land for sale,150000.0,,,865,0,,,-1,,147,147 days on Zillow,DAYS_ON,2123875269,2123875269,https://www.zillow.com/homedetails/5220-Mountain-Ridge-Pkwy-13-Birmingham-AL-35222/2123875269_zpid/
"4121 7th Ave N, Birmingham, AL 35222",35222,SINGLE_FAMILY,FOR_SALE,House for sale,103000.0,100870,100870,950,3,2.0,1972,1960,,148,148 days on Zillow,DAYS_ON,963075,963075,https://www.zillow.com/homedetails/4121-7th-Ave-N-Birmingham-AL-35222/963075_zpid/
"536 Valley Rd, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,House for sale,129900.0,65284,65284,800,2,1.0,932,1965,,149,149 days on Zillow,DAYS_ON,943535,943535,https://www.zillow.com/homedetails/536-Valley-Rd-Birmingham-AL-35206/943535_zpid/
"3122 Avenue R, Birmingham, AL 35208",35208,SINGLE_FAMILY,FOR_SALE,House for sale,110000.0,104504,104504,995,5,3.0,1847,1920,,150,150 days on Zillow,DAYS_ON,995203,995203,https://www.zillow.com/homedetails/3122-Avenue-R-Birmingham-AL-35208/995203_zpid/
"816 Goldwire St SW, Birmingham, AL 35211",35211,SINGLE_FAMILY,FOR_SALE,House for sale,59900.0,56226,56226,750,2,1.0,1206,1935,,152,152 days on Zillow,DAYS_ON,1001262,1001262,https://www.zillow.com/homedetails/816-Goldwire-St-SW-Birmingham-AL-35211/1001262_zpid/
"630 9th Ct S LOT 16, Birmingham, AL 35205",35205,LOT,FOR_SALE,Lot / Land for sale,67000.0,,,790,,,,-1,,154,154 days on Zillow,DAYS_ON,2083091678,2083091678,https://www.zillow.com/homedetails/630-9th-Ct-S-LOT-16-Birmingham-AL-35205/2083091678_zpid/
"5223 Mountain Ridge Pkwy # 36A, Birmingham, AL 35222",35222,LOT,FOR_SALE,Lot / Land for sale,135000.0,,,849,,,,-1,,154,154 days on Zillow,DAYS_ON,2085068688,2085068688,https://www.zillow.com/homedetails/5223-Mountain-Ridge-Pkwy-36A-Birmingham-AL-35222/2085068688_zpid/
"5093 Northumberland Dr, Irondale, AL 35210",35210,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,170450.0,170450,170450,1100,3,1.0,964,1964,,154,154 days on Zillow,DAYS_ON,960152,960152,https://www.zillow.com/homedetails/5093-Northumberland-Dr-Irondale-AL-35210/960152_zpid/
"1214 2nd Ct W, Birmingham, AL 35208",35208,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,108289.0,108289,108289,895,3,2.0,1224,2003,,154,154 days on Zillow,DAYS_ON,67717659,67717659,https://www.zillow.com/homedetails/1214-2nd-Ct-W-Birmingham-AL-35208/67717659_zpid/
"117 61st St S, Birmingham, AL 35212",35212,SINGLE_FAMILY,FOR_SALE,House for sale,65000.0,60496,60496,895,5,2.0,2458,1930,"$2,000 (Dec 27)",155,"$2,000 (Dec 27)",PRICE_REDUCTION,174627914,174627914,https://www.zillow.com/homedetails/117-61st-St-S-Birmingham-AL-35212/174627914_zpid/
"7428 1st Ave S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,For sale by owner,89000.0,,,825,3,2.0,2037,1920,,157,157 days on Zillow,DAYS_ON,952890,952890,https://www.zillow.com/homedetails/7428-1st-Ave-S-Birmingham-AL-35206/952890_zpid/
"7820 10th Ave S, Birmingham, AL 35206",35206,SINGLE_FAMILY,FOR_SALE,For sale by owner,108444.0,98491,98491,875,4,2.0,1684,1947,,157,157 days on Zillow,DAYS_ON,951475,951475,https://www.zillow.com/homedetails/7820-10th-Ave-S-Birmingham-AL-35206/951475_zpid/
"800 Rose Dr, Birmingham, AL 35235",35235,SINGLE_FAMILY,FOR_SALE,House for sale,127000.0,123592,123592,1050,3,2.0,1958,1962,,157,157 days on Zillow,DAYS_ON,899203,899203,https://www.zillow.com/homedetails/800-Rose-Dr-Birmingham-AL-35235/899203_zpid/
"1717 32nd St N, Birmingham, AL 35234",35234,SINGLE_FAMILY,FOR_SALE,House for sale,144900.0,136008,136008,1070,3,1.0,1112,1969,,162,162 days on Zillow,DAYS_ON,934907,934907,https://www.zillow.com/homedetails/1717-32nd-St-N-Birmingham-AL-35234/934907_zpid/
"213 Killough Springs Rd, Birmingham, AL 35215",35215,SINGLE_FAMILY,FOR_SALE,House for sale,74500.0,69452,69452,850,3,1.0,1172,1945,,164,164 days on Zillow,DAYS_ON,2083235105,2083235105,https://www.zillow.com/homedetails/213-Killough-Springs-Rd-Birmingham-AL-35215/2083235105_zpid/
"2210 14th Ave N LOT VACANT, Birmingham, AL 35234",35234,LOT,FOR_SALE,Lot / Land for sale,115000.0,,,750,,,,-1,,165,165 days on Zillow,DAYS_ON,2085003370,2085003370,https://www.zillow.com/homedetails/2210-14th-Ave-N-LOT-VACANT-Birmingham-AL-35234/2085003370_zpid/
"3122 Avenue G, Birmingham, AL 35218",35218,SINGLE_FAMILY,FOR_SALE,House for sale,69900.0,66426,66426,800,3,1.0,1222,1932,"$5,000 (Oct 28)",169,"$5,000 (Oct 28)",PRICE_REDUCTION,1017932,1017932,https://www.zillow.com/homedetails/3122-Avenue-G-Birmingham-AL-35218/1017932_zpid/
"1313 44th St, Birmingham, AL 35208",35208,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,74819.0,74819,74819,850,2,1.0,1248,1995,,169,169 days on Zillow,DAYS_ON,996447,996447,https://www.zillow.com/homedetails/1313-44th-St-Birmingham-AL-35208/996447_zpid/
"1312 Creekwood Ln, Birmingham, AL 35235",35235,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,111826.0,111826,111826,995,3,2.0,1085,1979,,170,170 days on Zillow,DAYS_ON,893313,893313,https://www.zillow.com/homedetails/1312-Creekwood-Ln-Birmingham-AL-35235/893313_zpid/
"1917 8th St NW, Birmingham, AL 35215",35215,SINGLE_FAMILY,PRE_FORECLOSURE,Pre-foreclosure / Auction,145658.0,145658,145658,1195,3,2.0,1700,1974,,170,170 days on Zillow,DAYS_ON,901873,901873,https://www.zillow.com/homedetails/1917-8th-St-NW-Birmingham-AL-35215/901873_zpid/
